Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1996-02-22,22.682241439819336,22.970014572143555,22.550148010253906,22.889814376831055,15.090974807739258,21638101,0.0,0.0
1996-02-23,22.927555084228516,23.352140426635742,22.578453063964844,23.229482650756836,15.31491470336914,46653977,0.0,0.0
1996-02-26,23.77672576904297,24.3758602142334,23.691808700561523,23.847488403320312,15.722356796264648,71998409,0.0,0.0
1996-02-27,23.965429306030273,24.106956481933594,23.493667602539062,23.805030822753906,15.694361686706543,62652564,0.0,0.0
1996-02-28,24.154132843017578,24.342836380004883,23.78615951538086,23.833335876464844,15.713025093078613,36609684,0.0,0.0
1996-02-29,23.682373046875,23.77200698852539,22.36144256591797,22.672805786132812,14.947900772094727,71030227,0.0,0.0
1996-03-01,22.927555084228516,23.154001235961914,22.644500732421875,22.951143264770508,15.13140869140625,49598798,0.0,0.0
1996-03-04,23.021907806396484,23.111543655395508,22.172739028930664,22.719980239868164,14.97900676727295,40613835,0.0,0.0
1996-03-05,22.719980239868164,22.719980239868164,22.719980239868164,22.719980239868164,14.97900676727295,0,0.0,0.0
1996-03-06,22.748287200927734,23.10682487487793,22.691675186157227,22.993602752685547,15.159406661987305,22160082,0.0,0.0
1996-03-07,23.116260528564453,23.323835372924805,22.762439727783203,22.84735679626465,15.062979698181152,31303495,0.0,0.0
1996-03-08,22.64921760559082,22.734134674072266,22.276527404785156,22.63506507873535,14.923023223876953,39637704,0.0,0.0
1996-03-11,22.172739028930664,22.36144256591797,21.83778953552246,22.11612892150879,14.580894470214844,39109363,0.0,0.0
1996-03-12,22.092540740966797,22.186891555786133,21.88968276977539,22.083105087280273,14.559123992919922,27429706,0.0,0.0
1996-03-13,22.07366943359375,22.68695831298828,21.960447311401367,22.61147689819336,14.907472610473633,27421227,0.0,0.0
1996-03-14,22.691675186157227,22.889814376831055,22.46523094177246,22.587888717651367,14.891919136047363,36343129,0.0,0.0
1996-03-15,22.550148010253906,22.59732437133789,22.12556266784668,22.182174682617188,14.62443733215332,29065070,0.0,0.0
1996-03-18,21.98403549194336,22.120845794677734,21.535863876342773,21.601909637451172,14.241880416870117,27165271,0.0,0.0
1996-03-19,21.601909637451172,21.875530242919922,20.474401473999023,21.012208938598633,13.853096961975098,35581619,0.0,0.0
1996-03-20,21.012208938598633,21.012208938598633,21.012208938598633,21.012208938598633,13.853096961975098,0,0.0,0.0
1996-03-21,21.422639846801758,21.842506408691406,21.422639846801758,21.677391052246094,14.29163932800293,13650996,0.0,0.0
1996-03-22,21.441511154174805,21.606626510620117,21.064102172851562,21.441511154174805,14.136127471923828,23179668,0.0,0.0
1996-03-25,21.606626510620117,21.884965896606445,21.479251861572266,21.583038330078125,14.229435920715332,22524674,0.0,0.0
1996-03-26,21.597192764282227,21.700979232788086,20.927291870117188,21.417922973632812,14.120574951171875,24039214,0.0,0.0
1996-03-27,21.700979232788086,22.031211853027344,21.700979232788086,21.81420135498047,14.381839752197266,14674821,0.0,0.0
1996-03-28,21.81420135498047,23.116260528564453,21.856660842895508,22.177457809448242,14.621326446533203,15454878,0.0,0.0
1996-03-29,22.314266204833984,22.408620834350586,22.031211853027344,22.210479736328125,14.643097877502441,21249133,0.0,0.0
1996-04-01,21.700979232788086,22.927555084228516,21.700979232788086,22.809616088867188,15.038102149963379,40137428,0.0,0.0
1996-04-02,23.1209774017334,23.871076583862305,22.51712417602539,23.531408309936523,15.513965606689453,53712115,0.0,0.0
1996-04-03,23.871076583862305,24.290943145751953,23.77672576904297,23.852205276489258,15.725462913513184,48630086,0.0,0.0
1996-04-04,23.77672576904297,23.847488403320312,23.451210021972656,23.781442642211914,15.678816795349121,40702863,0.0,0.0
1996-04-05,23.781442642211914,23.781442642211914,23.781442642211914,23.781442642211914,15.678816795349121,0,0.0,0.0
1996-04-08,24.625892639160156,25.333534240722656,24.390012741088867,25.04104232788086,16.509252548217773,67392257,0.0,0.0
1996-04-09,25.286357879638672,26.078916549682617,24.630611419677734,25.215593338012695,16.62433624267578,123803836,0.0,0.0
1996-04-10,25.097654342651367,25.427885055541992,24.644763946533203,24.80516242980957,16.353744506835938,70021770,0.0,0.0
1996-04-11,24.53154182434082,24.946691513061523,24.408884048461914,24.748550415039062,16.316417694091797,76341715,0.0,0.0
1996-04-12,24.814598083496094,25.4184513092041,24.63532829284668,25.3382511138916,16.7052001953125,68621695,0.0,0.0
1996-04-15,25.847753524780273,26.456323623657227,25.701507568359375,26.093067169189453,17.20284080505371,88429949,0.0,0.0
1996-04-16,26.09778594970703,27.362104415893555,25.993999481201172,26.80542755126953,17.67249298095703,96678839,0.0,0.0
1996-04-17,26.984695434570312,27.17340087890625,26.654462814331055,27.00356674194336,17.803123474121094,63548145,0.0,0.0
1996-04-18,27.55080795288086,28.588680267333984,27.475326538085938,28.433000564575195,18.745529174804688,100389409,0.0,0.0
1996-04-19,28.588680267333984,29.697317123413086,28.447153091430664,29.074594497680664,19.168527603149414,129471967,0.0,0.0
1996-04-22,29.626554489135742,29.650142669677734,28.593399047851562,28.79153823852539,18.981910705566406,120420233,0.0,0.0
1996-04-23,28.423564910888672,29.008548736572266,28.1405086517334,28.48961067199707,18.782852172851562,156792508,0.0,0.0
1996-04-24,29.2491455078125,30.192665100097656,29.2491455078125,30.065290451049805,19.82168197631836,101305658,0.0,0.0
1996-04-25,31.230539321899414,31.89100456237793,29.154794692993164,29.86243438720703,19.68794059753418,131851353,0.0,0.0
1996-04-26,29.711471557617188,30.37193489074707,28.451871871948242,29.348215103149414,19.34891700744629,162657244,0.0,0.0
1996-04-29,28.96137237548828,29.230274200439453,28.58396339416504,29.09346580505371,19.18096923828125,93379495,0.0,0.0
1996-04-30,29.107616424560547,29.107616424560547,27.95652198791504,28.187685012817383,18.58380126953125,102988185,0.0,0.0
1996-05-01,28.871736526489258,29.11705207824707,28.53207015991211,28.650009155273438,18.888601303100586,60334650,0.0,0.0
1996-05-02,28.541505813598633,29.390674591064453,27.57439613342285,28.08389663696289,18.51537322998047,90601602,0.0,0.0
1996-05-03,27.645160675048828,27.81027603149414,26.819578170776367,26.96110725402832,17.775131225585938,125929915,0.0,0.0
1996-05-06,26.248748779296875,26.418582916259766,25.243900299072266,25.39486312866211,16.742523193359375,148646954,0.0,0.0
1996-05-07,25.286357879638672,26.31951332092285,25.286357879638672,25.913799285888672,17.08464813232422,185128395,0.0,0.0
1996-05-08,25.286357879638672,26.64502716064453,23.77672576904297,26.22987937927246,17.293039321899414,165100221,0.0,0.0
1996-05-09,25.805295944213867,26.70163917541504,25.574132919311523,25.79585838317871,17.00689125061035,199096820,0.0,0.0
1996-05-10,25.097654342651367,25.640178680419922,24.96084213256836,25.465627670288086,16.78917694091797,145995185,0.0,0.0
1996-05-13,25.946823120117188,26.31951332092285,25.66848373413086,26.135526657104492,17.230831146240234,116850624,0.0,0.0
1996-05-14,26.050609588623047,27.833864212036133,25.833599090576172,27.18755340576172,17.924419403076172,188017574,0.0,0.0
1996-05-15,26.984695434570312,27.503631591796875,26.24403190612793,27.362104415893555,18.039499282836914,190519903,0.0,0.0
1996-05-16,27.833864212036133,28.418846130371094,27.645160675048828,27.800840377807617,18.328754425048828,156581066,0.0,0.0
1996-05-17,27.267751693725586,27.437585830688477,26.800708770751953,26.984695434570312,17.790685653686523,149017375,0.0,0.0
1996-05-20,26.277055740356445,26.314796447753906,25.49864959716797,25.61659049987793,16.88870620727539,94692661,0.0,0.0
1996-05-21,25.49864959716797,26.182703018188477,25.097654342651367,25.49864959716797,16.810951232910156,205964183,0.0,0.0
1996-05-22,25.87605857849121,26.06004524230957,25.52695655822754,25.626026153564453,16.894922256469727,95926338,0.0,0.0
1996-05-23,25.475061416625977,25.555261611938477,25.097654342651367,25.258052825927734,16.652326583862305,106451278,0.0,0.0
1996-05-24,25.701507568359375,25.701507568359375,25.442039489746094,25.52223777770996,16.826499938964844,89595265,0.0,0.0
1996-05-27,25.333534240722656,25.409015655517578,24.58343505859375,24.644763946533203,16.247989654541016,96845767,0.0,0.0
1996-05-28,24.154132843017578,24.956125259399414,24.03619384765625,24.739116668701172,16.310195922851562,178187902,0.0,0.0
1996-05-29,25.239181518554688,26.324230194091797,25.14483070373535,26.012868881225586,17.149965286254883,148266994,0.0,0.0
1996-05-30,26.418582916259766,26.602569580078125,25.597719192504883,25.78642463684082,17.000673294067383,152006710,0.0,0.0
1996-05-31,26.041175842285156,26.357254028320312,25.663766860961914,26.182703018188477,17.26193618774414,146149924,0.0,0.0
1996-06-03,26.84316635131836,27.89047622680664,26.84316635131836,27.791406631469727,18.55657958984375,209226432,0.330232,0.0
1996-06-04,28.211273193359375,28.58396339416504,25.677919387817383,27.555526733398438,18.39908218383789,212163304,0.0,0.0
1996-06-05,28.305625915527344,28.678316116333008,27.607418060302734,27.730077743530273,18.515628814697266,192092205,0.0,0.0
1996-06-06,27.95180320739746,29.11705207824707,27.95180320739746,28.626422882080078,19.114131927490234,253679080,0.0,0.0
1996-06-07,28.39997673034668,28.75379753112793,28.211273193359375,28.626422882080078,19.114131927490234,150261121,0.0,0.0
1996-06-10,28.683032989501953,28.947219848632812,28.645292282104492,28.744361877441406,19.19287872314453,132301263,0.0,0.0
1996-06-11,28.63585662841797,28.984960556030273,28.499046325683594,28.90947723388672,19.303129196166992,119583473,0.0,0.0
1996-06-12,29.060440063476562,29.461437225341797,26.418582916259766,29.1689453125,19.47637939453125,237371014,0.0,0.0
1996-06-13,29.060440063476562,29.324626922607422,28.98967742919922,29.07931137084961,19.416526794433594,122364016,0.0,0.0
1996-06-14,29.154794692993164,29.437850952148438,29.098182678222656,29.37652015686035,19.614978790283203,122317382,0.0,0.0
1996-06-17,29.390674591064453,29.673730850219727,29.126487731933594,29.19725227355957,19.495277404785156,130497382,0.0,0.0
1996-06-18,29.060440063476562,29.23499298095703,28.900043487548828,29.154794692993164,19.46692657470703,112851773,0.0,0.0
1996-06-19,29.060440063476562,29.19725227355957,28.33392906188965,28.513198852539062,19.038530349731445,209622820,0.0,0.0
1996-06-20,28.315059661865234,28.730209350585938,27.857452392578125,28.626422882080078,19.114131927490234,310608400,0.0,0.0
1996-06-21,28.395259857177734,28.541505813598633,27.69233512878418,28.145225524902344,18.792831420898438,293865262,0.0,0.0
1996-06-24,28.29619026184082,28.541505813598633,27.975391387939453,28.456588745117188,19.000728607177734,186164938,0.0,0.0
1996-06-25,28.63585662841797,28.800973892211914,28.447153091430664,28.513198852539062,19.038530349731445,176767690,0.0,0.0
1996-06-26,28.404693603515625,28.612268447875977,28.079179763793945,28.225425720214844,18.846376419067383,152856188,0.0,0.0
1996-06-27,28.09804916381836,28.513198852539062,27.739511489868164,28.41412925720215,18.972379684448242,227552471,0.0,0.0
1996-06-28,28.53207015991211,28.678316116333008,28.093332290649414,28.239578247070312,18.8558349609375,155968997,0.0,0.0
1996-07-01,28.12163734436035,28.249013900756836,27.871604919433594,28.041439056396484,18.72353172302246,145326943,0.0,0.0
1996-07-02,28.046157836914062,28.291471481323242,27.975391387939453,28.08389663696289,18.75187873840332,102473094,0.0,0.0
1996-07-03,28.027286529541016,28.050874710083008,27.46117401123047,27.69233512878418,18.490428924560547,174533505,0.0,0.0
1996-07-04,27.465890884399414,28.28203773498535,26.800708770751953,27.739511489868164,18.521930694580078,446948261,0.0,0.0
1996-07-05,28.02256965637207,28.52735137939453,27.748947143554688,28.08861541748047,18.75503158569336,346132788,0.0,0.0
1996-07-08,28.300907135009766,30.09831428527832,28.300907135009766,29.673730850219727,19.813425064086914,408225216,0.0,0.0
1996-07-09,29.768081665039062,29.852998733520508,28.97552490234375,29.423696517944336,19.646472930908203,362196026,0.0,0.0
1996-07-10,28.305625915527344,28.60755157470703,27.947086334228516,28.31034278869629,18.903079986572266,201558875,0.0,0.0
1996-07-11,28.541505813598633,29.11705207824707,28.541505813598633,28.84343147277832,19.2590274810791,169710082,0.0,0.0
1996-07-12,28.697185516357422,28.871736526489258,28.02256965637207,28.616987228393555,19.107830047607422,141729248,0.0,0.0
1996-07-15,28.51791763305664,29.008548736572266,28.046157836914062,28.800973892211914,19.23067855834961,159070677,0.0,0.0
1996-07-16,28.942501068115234,31.607948303222656,28.131072998046875,28.68775177001953,19.15507698059082,139278322,0.0,0.0
1996-07-17,28.871736526489258,31.428678512573242,28.786819458007812,30.2775821685791,20.216625213623047,360305236,0.0,0.0
1996-07-18,30.192665100097656,31.04183578491211,30.121902465820312,30.423828125,20.31427001953125,207328753,0.0,0.0
1996-07-19,30.560640335083008,30.654991149902344,29.626554489135742,30.027549743652344,20.049673080444336,202025213,0.0,0.0
1996-07-22,30.192665100097656,30.560640335083008,29.626554489135742,30.235124588012695,20.188270568847656,43029256,0.0,0.0
1996-07-23,30.192665100097656,30.423828125,28.725492477416992,29.017982482910156,19.375579833984375,132471901,0.0,0.0
1996-07-24,28.588680267333984,28.63585662841797,26.418582916259766,27.777252197265625,18.54713249206543,198562651,0.0,0.0
1996-07-25,27.95180320739746,29.140640258789062,27.753665924072266,28.1405086517334,18.789682388305664,212485502,0.0,0.0
1996-07-26,28.211273193359375,28.66416358947754,26.96110725402832,27.28662109375,18.21953010559082,264784823,0.0,0.0
1996-07-29,27.097917556762695,27.31492805480957,26.088350296020508,26.31951332092285,17.57378387451172,207485612,0.0,0.0
1996-07-30,26.140243530273438,27.338516235351562,25.399581909179688,26.33366584777832,17.583236694335938,212067917,0.0,0.0
1996-07-31,26.800708770751953,27.65459442138672,26.277055740356445,27.612136840820312,18.4368839263916,172029586,0.0,0.0
1996-08-01,28.116920471191406,28.20183753967285,26.772403717041016,26.91393280029297,17.970685958862305,203765504,0.0,0.0
1996-08-02,26.748815536499023,26.984695434570312,26.51765251159668,26.720510482788086,17.841533660888672,116042481,0.0,0.0
1996-08-05,26.654462814331055,26.97525978088379,26.37140655517578,26.45160675048828,17.661985397338867,67612178,0.0,0.0
1996-08-06,26.277055740356445,27.310209274291992,26.182703018188477,26.8856258392334,17.9517822265625,107636731,0.0,0.0
1996-08-07,26.890344619750977,27.451738357543945,26.70163917541504,27.28662109375,18.21953010559082,73429220,0.0,0.0
1996-08-08,27.55080795288086,27.767818450927734,26.91393280029297,27.00356674194336,18.030534744262695,112281038,0.0,0.0
1996-08-09,26.96110725402832,27.362104415893555,26.862037658691406,27.154529571533203,18.131330490112305,85875686,0.0,0.0
1996-08-12,27.324363708496094,27.503631591796875,27.102636337280273,27.19698715209961,18.159685134887695,51096910,0.0,0.0
1996-08-13,27.126224517822266,27.338516235351562,26.800708770751953,27.21114158630371,18.16913414001465,50600895,0.0,0.0
1996-08-14,27.267751693725586,27.35266876220703,26.394994735717773,26.53180694580078,17.715539932250977,69359358,0.0,0.0
1996-08-15,26.53180694580078,26.53180694580078,26.53180694580078,26.53180694580078,17.715539932250977,0,0.0,0.0
1996-08-16,26.423301696777344,26.59785270690918,25.52695655822754,25.607154846191406,17.098134994506836,157527521,0.0,0.0
1996-08-19,25.479780197143555,25.894929885864258,24.913667678833008,25.069347381591797,16.739036560058594,164753647,0.0,0.0
1996-08-20,25.02688980102539,25.517520904541016,24.673070907592773,24.904232025146484,16.6287899017334,147223562,0.0,0.0
1996-08-21,25.38071060180664,25.805295944213867,25.243900299072266,25.593002319335938,17.08868408203125,138578284,0.0,0.0
1996-08-22,25.74868392944336,25.89021110534668,25.107088088989258,25.17313575744629,16.808338165283203,112675836,0.0,0.0
1996-08-23,25.125959396362305,25.593002319335938,25.12124252319336,25.333534240722656,16.915437698364258,105782506,0.0,0.0
1996-08-26,25.286357879638672,25.38071060180664,24.979713439941406,25.050477981567383,16.72643280029297,56603413,0.0,0.0
1996-08-27,25.02688980102539,25.286357879638672,24.946691513061523,25.12124252319336,16.773691177368164,70876017,0.0,0.0
1996-08-28,25.286357879638672,25.52223777770996,25.192005157470703,25.465627670288086,17.003637313842773,38401907,0.0,0.0
1996-08-29,25.517520904541016,25.946823120117188,25.38071060180664,25.489215850830078,17.01938819885254,72896640,0.0,0.0
1996-08-30,25.531673431396484,25.781707763671875,25.385427474975586,25.715660095214844,17.17058563232422,67175516,0.0,0.0
1996-09-02,25.80057716369629,26.55539321899414,25.80057716369629,26.272336959838867,17.542285919189453,89043607,0.0,0.0
1996-09-03,26.560110092163086,26.838449478149414,25.899646759033203,26.107221603393555,17.432037353515625,153891142,0.0,0.0
1996-09-04,25.87605857849121,26.262901306152344,25.781707763671875,26.140243530273438,17.454086303710938,60474021,0.0,0.0
1996-09-05,26.314796447753906,26.96110725402832,26.314796447753906,26.86675453186035,17.939184188842773,129424273,0.0,0.0
1996-09-06,26.890344619750977,26.96110725402832,26.489347457885742,26.630874633789062,17.78168296813965,120044512,0.0,0.0
1996-09-09,26.564828872680664,26.706356048583984,26.02230453491211,26.088350296020508,17.41943359375,103249971,0.0,0.0
1996-09-10,26.050609588623047,26.088350296020508,25.805295944213867,25.909082412719727,17.299739837646484,84484090,0.0,0.0
1996-09-11,26.135526657104492,26.248748779296875,25.34296989440918,25.427885055541992,16.978431701660156,116903617,0.0,0.0
1996-09-12,25.3382511138916,25.710941314697266,25.107088088989258,25.564697265625,17.069787979125977,107984895,0.0,0.0
1996-09-13,25.74868392944336,25.753400802612305,24.739116668701172,24.880643844604492,16.613040924072266,157775528,0.0,0.0
1996-09-16,24.76742172241211,26.135526657104492,23.47479820251465,23.663501739501953,15.800339698791504,173752918,0.0,0.0
1996-09-17,23.894664764404297,24.17772102355957,23.54084587097168,23.88994789123535,15.95154857635498,218922031,0.0,0.0
1996-09-18,23.974863052368164,25.564697265625,23.922969818115234,25.52223777770996,17.04143714904785,231897897,0.0,0.0
1996-09-19,25.61659049987793,26.418582916259766,24.644763946533203,24.81931495666504,16.572086334228516,297267413,0.0,0.0
1996-09-20,24.908950805664062,25.404298782348633,24.673070907592773,24.880643844604492,16.613040924072266,234950294,0.0,0.0
1996-09-23,24.776857376098633,24.98914909362793,23.80031394958496,24.53154182434082,16.379940032958984,181186776,0.0,0.0
1996-09-24,24.68722152709961,24.932537078857422,24.366424560546875,24.536258697509766,16.383085250854492,157966303,0.0,0.0
1996-09-25,24.993867874145508,26.22987937927246,24.908950805664062,25.012737274169922,16.701234817504883,130429021,0.0,0.0
1996-09-26,24.946691513061523,25.0033016204834,24.328683853149414,24.53154182434082,16.379940032958984,145145707,0.0,0.0
1996-09-27,24.49380111694336,24.507953643798828,23.847488403320312,23.946557998657227,15.989338874816895,169436108,0.0,0.0
1996-09-30,23.80974769592285,24.19187355041504,23.427621841430664,23.856924057006836,15.929494857788086,229456510,0.0,0.0
1996-10-01,23.965429306030273,23.965429306030273,23.09267234802246,23.271940231323242,15.538891792297363,199087281,0.0,0.0
1996-10-02,23.271940231323242,23.271940231323242,23.271940231323242,23.271940231323242,15.538891792297363,0,0.0,0.0
1996-10-03,23.54084587097168,23.880512237548828,22.432207107543945,22.61147689819336,15.097895622253418,299422638,0.0,0.0
1996-10-04,22.691675186157227,23.682373046875,21.417922973632812,21.73400115966797,14.511992454528809,308807168,0.0,0.0
1996-10-07,21.771743774414062,21.771743774414062,20.214933395385742,20.573471069335938,13.737101554870605,281432574,0.0,0.0
1996-10-08,20.380050659179688,20.380050659179688,19.309154510498047,19.71014976501465,13.160654067993164,273387707,0.0,0.0
1996-10-09,20.09699249267578,20.380050659179688,19.57805633544922,20.106428146362305,13.425250053405762,276557748,0.0,0.0
1996-10-10,20.026229858398438,20.601776123046875,19.908288955688477,20.521577835083008,13.702448844909668,190735055,0.0,0.0
1996-10-11,20.6112117767334,20.875398635864258,20.332874298095703,20.460248947143555,13.6614990234375,220024286,0.0,0.0
1996-10-14,20.37061309814453,20.37061309814453,19.644102096557617,19.752607345581055,13.189000129699707,191052483,0.0,0.0
1996-10-15,19.686561584472656,20.214933395385742,19.408222198486328,19.790348052978516,13.214200973510742,170940579,0.0,0.0
1996-10-16,19.95546531677246,20.28097915649414,19.639385223388672,19.752607345581055,13.189000129699707,125336923,0.0,0.0
1996-10-17,19.639385223388672,19.76204490661621,18.87041664123535,19.686561584472656,13.144903182983398,200504844,0.0,0.0
1996-10-18,19.73845672607422,20.45081329345703,19.545034408569336,20.299850463867188,13.554399490356445,269442378,0.0,0.0
1996-10-21,20.299850463867188,20.299850463867188,20.299850463867188,20.299850463867188,13.554399490356445,0,0.0,0.0
1996-10-22,20.45081329345703,21.700979232788086,20.45081329345703,21.101842880249023,14.089900016784668,265151535,0.0,0.0
1996-10-23,21.700979232788086,22.5737361907959,21.700979232788086,22.427490234375,14.975041389465332,197792662,0.0,0.0
1996-10-24,22.592605590820312,22.592605590820312,21.248088836669922,21.43207550048828,14.31039810180664,235225328,0.0,0.0
1996-10-25,21.417922973632812,22.031211853027344,21.18675994873047,21.922706604003906,14.637996673583984,254961511,0.0,0.0
1996-10-28,22.054798126220703,22.314266204833984,21.71041488647461,21.842506408691406,14.584444046020508,175954777,0.0,0.0
1996-10-29,21.771743774414062,23.352140426635742,21.658519744873047,21.922706604003906,14.637996673583984,169178032,0.0,0.0
1996-10-30,21.922706604003906,21.922706604003906,21.922706604003906,21.922706604003906,14.637996673583984,0,0.0,0.0
1996-10-31,21.521709442138672,21.776460647583008,21.18204116821289,21.6538028717041,14.458447456359863,114165469,0.0,0.0
1996-11-01,21.795330047607422,22.040645599365234,21.474533081054688,21.597192764282227,14.420648574829102,154659010,0.0,0.0
1996-11-04,21.516992568969727,21.516992568969727,20.625364303588867,20.757457733154297,13.85995101928711,155814787,0.0,0.0
1996-11-05,20.63479995727539,20.84709358215332,20.002641677856445,20.30928611755371,13.560699462890625,148652254,0.0,0.0
1996-11-06,20.23380470275879,20.262109756469727,19.634668350219727,19.917724609375,13.299249649047852,167427144,0.0,0.0
1996-11-07,20.23380470275879,20.23380470275879,19.832807540893555,20.09699249267578,13.418949127197266,95061493,0.0,0.0
1996-11-08,20.210216522216797,20.63951873779297,20.120580673217773,20.483837127685547,13.677249908447266,80767691,0.0,0.0
1996-11-11,20.431943893432617,21.27639389038086,20.172475814819336,20.696128845214844,13.819000244140625,83470864,0.0,0.0
1996-11-12,20.696128845214844,20.696128845214844,20.696128845214844,20.696128845214844,13.819000244140625,0,0.0,0.0
1996-11-13,20.705564498901367,21.295265197753906,20.620647430419922,21.163171768188477,14.130849838256836,116478614,0.0,0.0
1996-11-14,21.139583587646484,21.271677017211914,20.71500015258789,20.795198440551758,13.885151863098145,98898186,0.0,0.0
1996-11-15,20.748022079467773,21.087690353393555,20.592342376708984,20.998056411743164,14.020598411560059,101518690,0.0,0.0
1996-11-18,21.087690353393555,21.639650344848633,21.087690353393555,21.56416893005371,14.398597717285156,115144250,0.0,0.0
1996-11-19,21.625497817993164,21.6538028717041,21.06882095336914,21.290546417236328,14.215895652770996,119700588,0.0,0.0
1996-11-20,21.417922973632812,21.417922973632812,20.601776123046875,20.658388137817383,13.79379653930664,127407890,0.0,0.0
1996-11-21,20.578189849853516,20.917856216430664,20.497989654541016,20.625364303588867,13.771747589111328,121961269,0.0,0.0
1996-11-22,20.497989654541016,20.658388137817383,20.342309951782227,20.40363883972168,13.623701095581055,96198192,0.0,0.0
1996-11-25,20.342309951782227,21.097126007080078,19.964900970458984,20.762176513671875,13.863100051879883,116218418,0.0,0.0
